X1,X2,X3,Year
harsh,harsh,jj,1990
red,red,jj_nn1,1990
down,down,rp,1990
stay,stay,vv0_nn1@,1990
wait,wait,vv0,1990
big,big,jj,1990
loud,loud,jj_rr,1990
back,back,rp,1990
mouth,mouth,nn1,1990
crying,cry,vvg,1990
find,find,vvi,1990
back,back,nn1_rp,1990
welcome,welcome,nn1_jj,1990
back,back,rp_nn1,1990
claim,claim,vvi,1990
weather,weather,nn1,1990
say,say,vvi,1990
weather,weather,nn1,1990
past,past,jj_nn1,1990
welcome,welcome,jj,1990
small,small,jj,1990
beautiful,beautiful,jj,1990
call,call,vv0,1990
eye,eye,nn1,1990
want,want,vvi,1990
east,east,nd1,1990
quiet,quiet,jj_nn1@,1990
give,give,vv0,1990
opportunity,opportunity,nn1,1990
instance,instance,rex22,1990
large,large,jj,1990
sore,sore,jj,1990
matter,matter,nn1,1990
junior,junior,jj_nn1@,1990
hurt,hurt,jj_nn1@,1990
loud,loud,jj,1990
food,food,nn1,1990
high,high,jj,1990
alcoholic,alcoholic,jj_nn1,1990
dry,dry,jj,1990
god,god,np1,1990
quiet,quiet,jj_nn1@,1990
help,help,vv0,1990
fear,fear,nn1,1990
murmuring,murmuring,nn1@_jj@_vvg,1990
muttering,muttering,nn1@_vvg,1990
annoy,annoy,vvi,1990
note,note,vvi,1990
plain,plain,jj_nn1,1990
warm,warm,jj,1990
life,life,nn1,1990
do,do,vd0,1990
past,past,jj_nn1,1990
equipment,equipment,nn1,1990
supply,supply,nn1,1990
quantity,quantity,nn1,1990
primary,primary,jj_nn1,1990
east,east,nd1,1990
fact,fact,nn1,1990
recall,recall,vvi,1990
quiet,quiet,jj_nn1@,1990
outlive,outlive,vvi,1990
shock,shock,nn1,1990
muttering,mutter,vvg,1990
little,little,rr22,1990
giggling,giggle,vvg,1990
want,want,vv0,1990
say,say,rex44,1990
god,god,np1_nn1@,1990
business,business,nn1,1990
money,money,nn1,1990
confidence,confidence,nn1,1990
say,say,vvi,1990
success,success,nn1,1990
money,money,nn1,1990
find,find,vv0,1990
borrow,borrow,vvi,1990
money,money,nn1,1990
call,call,vvi,1990
do,do,vdi,1990
short,short,jj_rr@,1990
past,past,jj_ii_nn1_rl,1990
orderly,orderly,jj,1990
kind,kind,nn1,1990
equipment,equipment,nn1,1990
equipment,equipment,nn1,1990
junior,junior,jj,1990
school,school,nn1,1990
school,school,nn1,1990
business,business,nn1,1990
school,school,nn1,1990
money,money,nn1,1990
second,second,md,1990
money,money,nn1,1990
disease,disease,nn1,1990
want,want,vv0,1990
say,say,vv0,1990
fact,fact,nn1,1990
say,say,nn1%,1990
damp,damp,jj,1990
say,say,vvi,1990
spirit,spirit,nn1,1990
do,do,vd0,1990
painful,painful,jj,1990
do,do,vd0,1990
life,life,nn1,1990
giant,giant,jj,1990
rock,rock,nn1_vv0@,1990
interior,interior,nn1,1990
ease,ease,vv0_nn1,1990
air,air,nn1,1990
stale,stale,jj,1990
small,small,jj,1990
want,want,vvi,1990
colorful,colorful,jj,1990
night,night,nnt1,1990
past,past,jj_ii,1990
heavy,heavy,jj,1990
do,do,vd0,1990
recall,recall,vvi,1990
do,do,vd0,1990
straight,straight,rr_jj,1990
back,back,rp_nn1,1990
school,school,nn1,1990
straight,straight,rr_jj,1990
do,do,vd0,1990
say,say,vv0,1990
down,down,ii,1990
school,school,nn1,1990
fine,fine,jj,1990
fine,fine,jj,1990
school,school,nn1,1990
do,do,vd0,1990
say,say,vv0,1990
grace,grace,np1,1990
school,school,nn1,1990
work,work,nn1,1990
do,do,vd0,1990
say,say,vv0,1990
beautiful,beautiful,jj,1990
die,die,vv0,1990
do,do,vd0,1990
quiet,quiet,jj,1990
long,long,jj,1990
light,light,nn1,1990
window,window,nn1,1990
friend,friend,nn1,1990
under,under,ii,1990
window,window,nn1,1990
screaming,scream,vvg_nn1@,1990
window,window,nn1,1990
white,white,jj,1990
kid,kid,nn1,1990
strong,strong,jj,1990
mouth,mouth,nn1,1990
white,white,jj,1990
three,three,mc,1990
under,under,ii,1990
window,window,nn1,1990
say,say,vvi,1990
mouth,mouth,nn1,1990
answer,answer,vvi,1990
say,say,vvi,1990
little,little,rr_jj,1990
hold,hold,nn1,1990
back,back,rp_nn1,1990
stay,stay,vv0,1990
little,little,jj_da1,1990
little,little,rr22,1990
closer,close,rrr_jjr,1990
fence,fence,nn1,1990
rotten,rotten,jj,1990
little,little,jj,1990
window,window,nn1,1990
help,help,vv0,1990
stop,stop,vv0,1990
red,red,jj_nn1,1990
little,little,jj,1990
body,body,nn1,1990
hard,hard,rr_jj,1990
crying,cry,vvg_nn1_jj@,1990
cool,cool,jj_nn1@,1990
look,look,vv0,1990
do,do,vd0,1990
do,do,vd0,1990
broad,broad,jj,1990
kid,kid,nn1,1990
under,under,ii_rg@,1990
pressure,pressure,nn1,1990
grade,grade,nn1,1990
large,large,jj,1990
school,school,nn1,1990
high,high,jj,1990
school,school,nn1,1990
say,say,vvi,1990
small,small,jj,1990
grade,grade,nn1,1990
school,school,nn1,1990
curly,curly,jj,1990
say,say,vvi,1990
look,look,nn1,1990
high,high,jj_rr@,1990
success,success,nn1,1990
look,look,nn1,1990
dead,dead,jj,1990
curve,curve,nn1,1990
happy,happy,jj,1990
moment,moment,nn1,1990
long,long,jj,1990
slick,slick,nn1,1990
air,air,nn1,1990
heaven,heaven,nn1,1990
atom,atom,nn1,1990
kid,kid,nn1,1990
sister,sister,nnb,1990
public,public,jj_nn1,1990
school,school,nn1,1990
white,white,jj,1990
under,under,ii,1990
window,window,nn1,1990
say,say,vvi,1990
dead,dead,rg,1990
say,say,vvi,1990
dead,dead,jj_rg@,1990
grace,grace,np1,1990
collection,collection,nn1,1990
library,library,nn1,1990
short,short,jj@_np1,1990
clean,clean,vv0@_jj,1990
under,under,ii,1990
felt,feel,vvn,1990
felt,feel,vvd,1990
skirt,skirt,nn1,1990
three,three,mc,1990
black,black,jj,1990
under,under,rp@,1990
balance,balance,nn1,1990
steep,steep,jj,1990
past,past,nn1_rl_jj,1990
back,back,rp,1990
white,white,jj,1990
quick,quick,jj,1990
success,success,nn1,1990
find,find,vvi,1990
phone,phone,nn1,1990
afford,afford,vvi,1990
down,down,rp,1990
cool,cool,jj,1990
eye,eye,nn1,1990
long,long,jj,1990
past,past,ii,1990
god,god,np1,1990
help,help,vvi,1990
view,view,nn1,1990
crisp,crisp,nn1_jj,1990
back,back,nn1_rp,1990
open,open,vv0_rr@_jj,1990
silver,silver,nn1_jj@,1990
mouth,mouth,nn1,1990
black,black,jj,1990
back,back,rp,1990
dark,dark,nn1,1990
under,under,ii,1990
dazzling,dazzling,jj,1990
fat,fat,jj_nn1,1990
gold,gold,nn1_jj@,1990
march,march,npm1_np1@,1990
thick,thick,jj,1990
high,high,jj,1990
whispering,whisper,vvg,1990
kid,kid,nn1,1990
do,do,vd0,1990
travel,travel,nn1,1990
prove,prove,vvi,1990
stop,stop,vv0,1990
three,three,mc,1990
small,small,jj,1990
wheel,wheel,nn1,1990
screaming,scream,vvg,1990
air,air,nn1,1990
wheel,wheel,nn1,1990
find,find,vvi,1990
clean,clean,jj,1990
little,little,rr,1990
drag,drag,vv0,1990
give,give,vv0,1990
felt,feel,vvd,1990
left,leave,vvn,1990
effect,effect,nn1,1990
down,down,ii,1990
back,back,rp,1990
empty,empty,jj,1990
back,back,nn1,1990
center,center,nn1,1990
stage,stage,nn1,1990
green,green,jj,1990
back,back,nn1_rp,1990
little,little,jj,1990
down,down,rp,1990
empty,empty,jj,1990
sit,sit,vvi,1990
back,back,nn1,1990
job,job,nn1,1990
back,back,nn1_rp,1990
eye,eye,nn1,1990
back,back,nn1,1990
turn,turn,vvi,1990
black,black,jj,1990
empty,empty,jj,1990
down,down,rp_ii@,1990
back,back,rp,1990
turn,turn,vvi,1990
back,back,rp,1990
look,look,vvi,1990
look,look,vvi,1990
back,back,nn1,1990
moment,moment,nn1,1990
look,look,vvi,1990
race,race,nn1,1990
work,work,vvi_nn1,1990
find,find,vvi,1990
back,back,nn1,1990
mild,mild,jj,1990
want,want,vv0,1990
clear,clear,vv0@,1990
felt,feel,vvd,1990
back,back,nn1,1990
down,down,rp,1990
pulsing,pulsing,nn1@,1990
red,red,jj_nn1,1990
sea,sea,nn1,1990
say,say,vvi,1990
straight,straight,rr,1990
eye,eye,nn1,1990
second,second,nnt1_md,1990
white,white,jj,1990
white,white,jj,1990
white,white,nn1@,1990
black,black,jj,1990
function,function,nn1,1990
race,race,nn1,1990
excitement,excitement,nn1,1990
feet,foot,nn2,1990
square,square,nn1_jj_rr@,1990
life,life,nn1,1990
close,close,vvi,1990
open,open,jj,1990
mouth,mouth,nn1,1990
solid,solid,jj_nn1@,1990
back,back,rp,1990
squealing,squealing,jj@_nn1@,1990
moment,moment,nn1,1990
god,god,np1,1990
second,second,nnt1,1990
look,look,nn1,1990
feet,foot,nn2,1990
low,low,jj,1990
buzzing,buzzing,jj,1990
do,do,vdi,1990
do,do,vdi,1990
back,back,rp_vv0@,1990
school,school,nn1,1990
do,do,vdi,1990
felt,feel,vvd,1990
down,down,rp,1990
cold,cold,jj_nn1,1990
fair,fair,jj_rr@,1990
deal,deal,nn1,1990
dark,dark,nn1_jj,1990
light,light,nn1_jj,1990
gold,gold,nn1,1990
sea,sea,nn1,1990
blue,blue,jj_nn1@,1990
form,form,nn1_vv0,1990
light,light,nn1_jj,1990
shell,shell,z',1990
night,night,nnt1,1990
broad,broad,jj,1990
large,large,jj,1990
blue,blue,jj,1990
turn,turn,vv0,1990
back,back,rp,1990
quick,quick,jj_rr@,1990
look,look,nn1,1990
loud,loud,rr_jj,1990
beginning,beginning,nn1,1990
pride,pride,nn1,1990
long,long,rr_jj,1990
dull,dull,jj,1990
miss,miss,vvi,1990
back,back,rp,1990
sound,sound,nn1,1990
job,job,nn1,1990
back,back,rp,1990
back,back,rp,1990
down,down,rp,1990
night,night,nnt1,1990
cool,cool,jj_rr@,1990
felt,feel,vvd,1990
rippling,ripple,vvg@_jj,1990
body,body,nn1,1990
rippling,ripple,vvg@,1990
grass,grass,nn1,1990
hollow,hollow,jj_nn1,1990
creaking,creaking,jj_nn1%,1990
gorgeous,gorgeous,jj,1990
night,night,nnt1,1990
down,down,rp,1990
gold,gold,nn1,1990
hot,hot,jj,1990
felt,feel,vvd,1990
back,back,nn1,1990
glass,glass,nn1,1990
large,large,jj,1990
exchange,exchange,nn1,1990
damp,damp,jj,1990
nose,nose,nn1,1990
down,down,rp,1990
fence,fence,nn1,1990
money,money,nn1,1990
fence,fence,nn1,1990
view,view,nn1_vv0@,1990
red,red,jj_nn1,1990
glass,glass,nn1,1990
hot,hot,jj,1990
large,large,jj,1990
black,black,jj_nn1@,1990
back,back,nn1,1990
laughing,laugh,vvg,1990
work,work,vv0,1990
nose,nose,nn1,1990
owner,owner,nn1,1990
short,short,jj,1990
fat,fat,nn1_jj,1990
little,little,jj,1990
hate,hate,vv0,1990
hell,hell,nn1,1990
keep,keep,vvi,1990
night,night,nnt1,1990
thick,thick,jj_rr@,1990
food,food,nn1,1990
blue,blue,jj,1990
night,night,nnt1,1990
dark,dark,nn1_jj,1990
sit,sit,vvi,1990
night,night,nnt1,1990
business,business,nn1,1990
mouth,mouth,nn1,1990
night,night,nnt1,1990
change,change,vvi,1990
quick,quick,jj,1990
black,black,jj,1990
large,large,jj,1990
cut,cut,vvn,1990
look,look,vv0,1990
back,back,rp,1990
work,work,nn1,1990
sauce,sauce,nn1,1990
swinging,swinging,jj,1990
look,look,vvi,1990
quick,quick,jj,1990
wait,wait,vvi,1990
ease,ease,nn1,1990
edge,edge,nn1,1990
problem,problem,nn1,1990
work,work,vv0,1990
money,money,nn1,1990
school,school,nn1,1990
down,down,rp,1990
alive,alive,jj,1990
strange,strange,jj,1990
kid,kid,nn1,1990
felt,feel,vvn,1990
strange,strange,jj,1990
felt,feel,vvn,1990
strange,strange,jj,1990
life,life,nn1,1990
team,team,nn1,1990
team,team,nn1,1990
down,down,rp,1990
rock,rock,nn1,1990
left,leave,vvn,1990
note,note,nn1,1990
call,call,vvi,1990
work,work,nn1,1990
felt,feel,vvd,1990
do,do,vdi,1990
green,green,jj,1990
small,small,jj,1990
light,light,nn1,1990
nose,nose,nn1,1990
long,long,jj,1990
do,do,vd0,1990
magic,magic,nn1,1990
large,large,jj,1990
happy,happy,jj,1990
felt,feel,vvd,1990
feel,feel,vv0,1990
high,high,jj,1990
red,red,jj,1990
dark,dark,nn1_jj,1990
portion,portion,nn1,1990
past,past,ii_rl,1990
mouth,mouth,nn1,1990
do,do,vdi,1990
down,down,rp,1990
bear,bear,nn1,1990
metal,metal,nn1,1990
small,small,jj,1990
mouth,mouth,nn1,1990
left,left,jj,1990
air,air,nn1,1990
cold,cold,jj,1990
eye,eye,nn1,1990
death,death,nn1,1990
long,long,jj,1990
do,do,vd0,1990
want,want,vvi,1990
give,give,vvi,1990
impression,impression,nn1,1990
long,long,rr_jj,1990
three,three,mc,1990
center,center,nn1,1990
do,do,vdi,1990
turn,turn,nn1,1990
city,city,nn1,1990
soft,soft,jj,1990
back,back,rp,1990
note,note,nn1,1990
fair,fair,jj,1990
city,city,nn1,1990
brief,brief,jj,1990
recall,recall,vv0,1990
painful,painful,jj,1990
piece,piece,nn1,1990
writing,write,vvg_nn1,1990
heavy,heavy,jj,1990
under,under,ii,1990
past,past,ii_jj,1990
guilt,guilt,nn1,1990
back,back,rp,1990
situation,situation,nn1,1990
work,work,nn1,1990
whining,whine,vvg_nn1@_jj@,1990
life,life,nn1,1990
money,money,nn1,1990
loose,loose,jj_rr@,1990
deep,deep,rr_jj,1990
duty,duty,nn1,1990
life,life,nn1,1990
life,life,nn1,1990
question,question,nn1,1990
question,question,nn1,1990
life,life,nn1,1990
education,education,nn1,1990
property,property,nn1,1990
level,level,nn1_jj,1990
writing,write,vvg,1990
west,west,nd1,1990
long,long,jj,1990
piece,piece,nn1,1990
hard,hard,rr_jj,1990
square,square,vvi,1990
fact,fact,nn1,1990
paper,paper,nn1,1990
content,content,jj_vv0@,1990
red,red,jj,1990
small,small,jj,1990
sharp,sharp,jj_rr@,1990
bone,bone,nn1,1990
low,low,jj,1990
moist,moist,jj,1990
bloody,bloody,jj,1990
small,small,jj,1990
down,down,rp,1990
felt,feel,vvd,1990
felt,feel,vvd_vvn,1990
dead,dead,jj,1990
felt,feel,vvd_vvn,1990
do,do,vdi,1990
fact,fact,nn1,1990
large,large,jj,1990
square,square,jj_rr@,1990
do,do,vd0,1990
public,public,jj,1990
minute,minute,nnt1_jj@,1990
painful,painful,jj,1990
do,do,vdi,1990
do,do,vdi,1990
little,little,jj,1990
do,do,vdi,1990
life,life,nn1,1990
friend,friend,nn1,1990
wrong,wrong,jj_rr@,1990
brief,brief,jj,1990
find,find,vvi,1990
business,business,nn1,1990
extreme,extreme,jj_nn1@,1990
hard,hard,jj_rr,1990
down,down,ii,1990
back,back,nn1,1990
career,career,nn1,1990
back,back,nn1_rp,1990
booming,booming,jj,1990
money,money,nn1,1990
problem,problem,nn1,1990
beginning,begin,vvg,1990
wrong,wrong,jj,1990
feel,feel,vvi,1990
work,work,nn1,1990
death,death,nn1,1990
say,say,vvi,1990
death,death,nn1,1990
whining,whining,nn1@,1990
three,three,mc,1990
information,information,nn1,1990
arrive,arrive,vvi,1990
music,music,nn1,1990
break,break,nn1_vv0,1990
death,death,nn1,1990
cup,cup,nn1,1990
small,small,jj,1990
writing,write,vvg,1990
life,life,nn1,1990
work,work,nn1,1990
stop,stop,vvi,1990
night,night,nnt1,1990
crowded,crowd,vvn@_jj,1990
fresh,fresh,jj,1990
approach,approach,nn1,1990
leave,leave,vvi,1990
excitement,excitement,nn1,1990
writing,write,vvg,1990
writing,writing,nn1_vvg,1990
orderly,orderly,jj,1990
life,life,nn1,1990
deal,deal,rr33,1990
piece,piece,nn1,1990
desk,desk,nn1,1990
life,life,nn1,1990
work,work,nn1,1990
turn,turn,nn1,1990
life,life,nn1,1990
work,work,nn1,1990
chair,chair,nn1,1990
back,back,rp_nn1,1990
say,say,vv0,1990
cold,cold,jj_nn1,1990
three,three,mc,1990
say,say,vvi,1990
insist,insist,vvi,1990
friend,friend,nn1,1990
say,say,vvi,1990
back,back,rp,1990
work,work,nn1,1990
little,little,jj,1990
intention,intention,nn1,1990
career,career,nn1,1990
writing,write,vvg,1990
felt,feel,vvd,1990
little,little,jj,1990
do,do,vdi,1990
dream,dream,nn1_vv0,1990
dream,dream,vv0_nn1,1990
blue,blue,jj,1990
back,back,rp_nn1,1990
back,back,nn1_rp,1990
nose,nose,nn1,1990
dark,dark,jj_nn1,1990
mottled,mottled,jj,1990
cold,cold,jj,1990
look,look,nn1,1990
felt,feel,vvd,1990
strong,strong,jj,1990
question,question,nn1,1990
say,say,vvi,1990
writing,write,vvg,1990
balance,balance,nn1,1990
work,work,nn1,1990
purpose,purpose,nn1,1990
prove,prove,vvi,1990
matter,matter,ddqv32,1990
hour,hour,nnt1,1990
help,help,vvi,1990
find,find,vvi,1990
keep,keep,vvi,1990
cold,cold,jj,1990
blue,blue,jj,1990
work,work,vv0_nn1,1990
question,question,nn1,1990
large,large,jj,1990
three,three,mc,1990
chair,chair,nn1,1990
bother,bother,vvi,1990
body,body,nn1,1990
type,type,nn1,1990
hazy,hazy,jj,1990
felt,feel,vvd,1990
long,long,rr_jj,1990
shirt,shirt,nn1,1990
help,help,vvi,1990
little,little,jj,1990
do,do,vd0,1990
heavy,heavy,jj,1990
say,say,vvi,1990
look,look,vv0_nn1,1990
minute,minute,nnt1,1990
phone,phone,nn1,1990
little,little,rr22_jj,1990
down,down,rp,1990
under,under,ii,1990
bent,bent,jj@,1990
say,say,vvi,1990
felt,feel,vvd,1990
condition,condition,nn1,1990
main,main,jj,1990
wrong,wrong,jj_rr@,1990
dead,dead,jj,1990
hell,hell,nn1,1990
life,life,nn1,1990
night,night,nnt1,1990
white,white,jj_nn1@,1990
thick,thick,jj,1990
black,black,jj,1990
little,little,rr22,1990
do,do,vd0,1990
little,little,jj,1990
second,second,md,1990
base,base,nn1,1990
look,look,vv0,1990
black,black,jj,1990
do,do,vd0,1990
sound,sound,nn1,1990
black,black,jj,1990
back,back,nn1,1990
god,god,np1_nn1,1990
do,do,vd0,1990
do,do,vd0,1990
do,do,vd0,1990
friend,friend,nn1,1990
hell,hell,nn1,1990
felt,feel,vvd,1990
recall,recall,vv0,1990
under,under,ii,1990
thick,thick,jj,1990
black,black,jj,1990
say,say,vvi,1990
night,night,nnt1,1990
felt,feel,vvd,1990
little,little,jj,1990
dappled,dapple,vvn@_jj,1990
vomit,vomit,nn1,1990
emergency,emergency,nn1,1990
recall,recall,vv0,1990
quick,quick,jj,1990
work,work,nn1,1990
short,short,jj,1990
school,school,nn1,1990
east,east,np1,1990
feet,foot,nn2,1990
title,title,nn1,1990
east,east,np1,1990
look,look,vvi,1990
sheer,sheer,jj,1990
anger,anger,nn1,1990
life,life,nn1,1990
level,level,nn1,1990
council,council,nn1,1990
paint,paint,vv0,1990
call,call,vvi,1990
title,title,nn1,1990
miss,miss,nnb,1990
felt,feel,vvn,1990
little,little,jj,1990
find,find,vvi,1990
feel,feel,vv0,1990
school,school,nn1,1990
down,down,rp_ii@,1990
death,death,np1,1990
down,down,rp_ii@_jj%,1990
vote,vote,nn1,1990
cope,cope,vvi,1990
depression,depression,nn1,1990
do,do,vdi,1990
do,do,vdi,1990
death,death,nn1,1990
do,do,vd0,1990
second,second,md,1990
three,three,mc,1990
back,back,rp,1990
back,back,nn1_rp,1990
look,look,nn1,1990
doctor,doctor,nn1,1990
loose,loose,jj_rr@,1990
dance,dance,vvi,1990
give,give,vvi,1990
moment,moment,nn1,1990
death,death,nn1,1990
cup,cup,nn1,1990
do,do,vd0,1990
call,call,vv0,1990
sore,sore,jj,1990
close,close,jj_rr@,1990
vote,vote,vvi,1990
want,want,vv0,1990
want,want,vv0,1990
foggy,foggy,jj,1990
big,big,jj,1990
long,long,jj,1990
change,change,vvi,1990
direction,direction,nn1,1990
straight,straight,rr,1990
strange,strange,jj,1990
under,under,ii,1990
fell,fall,vvd,1990
magic,magic,jj_nn1,1990
dream,dream,nn1,1990
say,say,vvi,1990
kid,kid,nn1,1990
three,three,mc,1990
look,look,vv0,1990
hell,hell,nn1,1990
open,open,vv0_jj_rr@,1990
open,open,vv0_rr@,1990
find,find,vvi,1990
leg,leg,nn1,1990
arrangement,arrangement,nn1,1990
hole,hole,nn1,1990
swinging,swing,vvg,1990
loose,loose,jj,1990
three,three,mc,1990
three,three,mc,1990
food,food,nn1,1990
open,open,vvi,1990
down,down,rp,1990
black,black,jj,1990
thick,thick,jj,1990
gold,gold,nn1,1990
quick,quick,jj_rr@,1990
back,back,rp_nn1,1990
flat,flat,jj_nn1_rr@,1990
high,high,jj,1990
do,do,vdi,1990
dream,dream,nn1_vv0,1990
dead,dead,rg@,1990
cousin,cousin,nn1,1990
green,green,jj_nn1,1990
laughing,laugh,vvg_jj@,1990
do,do,vdi,1990
green,green,jj,1990
red,red,jj,1990
big,big,jj,1990
wait,wait,vvi,1990
heavy,heavy,jj,1990
tight,tight,rr_jj,1990
under,under,ii,1990
hide,hide,nn1@,1990
green,green,jj_nn1,1990
red,red,jj_nn1,1990
down,down,rp,1990
long,long,jj,1990
high,high,rr@_jj,1990
laughing,laugh,vvg_jj@,1990
keep,keep,vvi,1990
freezing,freezing,jj,1990
cold,cold,nn1,1990
long,long,jj,1990
dark,dark,nn1_jj,1990
red,red,jj_nn1,1990
green,green,jj_nn1,1990
feel,feel,vvi,1990
delight,delight,nn1,1990
hot,hot,jj,1990
yellow,yellow,jj,1990
strong,strong,jj,1990
black,black,jj,1990
thick,thick,jj,1990
melted,melt,vvd,1990
fat,fat,jj_nn1,1990
long,long,jj,1990
dark,dark,nn1_jj,1990
sweet,sweet,jj,1990
melted,melt,vvd_vvn@,1990
mouth,mouth,nn1,1990
warm,warm,jj,1990
hot,hot,jj,1990
rise,rise,nn1_vv0,1990
light,light,nn1,1990
rent,rent,vv0,1990
air,air,nn1,1990
tall,tall,jj,1990
crisp,crisp,jj,1990
air,air,nn1,1990
say,say,vvi,1990
long,long,jj,1990
rock,rock,nn1,1990
look,look,vvi,1990
long,long,jj,1990
alive,alive,jj,1990
want,want,vv0,1990
light,light,nn1,1990
stay,stay,vvi,1990
low,low,jj,1990
back,back,rp,1990
do,do,vd0,1990
light,light,nn1,1990
stay,stay,vvi,1990
light,light,nn1_jj,1990
change,change,vvi,1990
broken,broken,jj,1990
feet,foot,nn2,1990
say,say,vvi,1990
work,work,vv0,1990
keep,keep,vv0,1990
mouth,mouth,nn1,1990
laughing,laugh,vvg_jj@,1990
friend,friend,nn1,1990
feel,feel,vvi,1990
feel,feel,vvi,1990
jump,jump,vv0,1990
damp,damp,jj,1990
do,do,vd0,1990
nose,nose,nn1,1990
light,light,nn1,1990
march,march,nn1,1990
alive,alive,jj,1990
do,do,vd0,1990
east,east,nd1,1990
big,big,jj,1990
hole,hole,nn1,1990
meeting,meet,vvg,1990
spirit,spirit,nn1,1990
light,light,nn1,1990
light,light,nn1,1990
say,say,vvi,1990
cast,cast,vvn_vv0_vvd@,1990
light,light,nn1_jj,1990
dream,dream,nn1_vv0,1990
dead,dead,jj,1990
food,food,nn1,1990
find,find,vvi,1990
warm,warm,vvi,1990
guilt,guilt,nn1,1990
back,back,rp,1990
light,light,nn1_jj,1990
down,down,rp,1990
rock,rock,nn1,1990
dream,dream,nn1,1990
deal,deal,vvi,1990
big,big,jj,1990
hate,hate,vv0,1990
do,do,vd0,1990
want,want,vvi,1990
fine,fine,jj,1990
do,do,vd0,1990
want,want,vv0,1990
dance,dance,vv0_nn1,1990
find,find,vv0,1990
magic,magic,jj_nn1,1990
back,back,rp,1990
dance,dance,nn1,1990
do,do,vd0,1990
magic,magic,jj_nn1,1990
light,light,nn1,1990
hole,hole,nn1,1990
dance,dance,nn1,1990
back,back,rp,1990
leave,leave,vvi,1990
wait,wait,vv0,1990
grass,grass,nn1,1990
break,break,vvi,1990
keep,keep,vvi,1990
light,light,nn1_jj,1990
back,back,rp,1990
want,want,vv0,1990
rock,rock,nn1,1990
want,want,vvi,1990
background,background,nn1,1990
feel,feel,vvi,1990
do,do,vd0,1990
feel,feel,vv0,1990
big,big,jj,1990
hole,hole,nn1,1990
do,do,vd0,1990
back,back,rp,1990
camp,camp,nn1,1990
clean,clean,jj_nn1%_vv0@,1990
look,look,vvi,1990
